PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Deck,FamilySize,FsizeD,NameLength,NlengthD,Title,TicketNumber
184,1,2,"Becker, Master. Richard F",1,-2.0878214304673555,2,1,230136,0.13683114673782454,F4,2,5,4,2,25,2,0,230136.0
185,1,3,"Kink-Heilmann, Miss. Luise Gretchen",0,-1.8696938817207471,0,2,315153,-0.20495516825442542,,2,8,3,2,35,2,1,315153.0
186,0,1,"Rood, Mr. Hugh Roscoe",1,0.7040294205319362,0,0,113767,0.3583127057902398,A32,2,0,1,1,21,2,2,113767.0
187,1,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",0,0.11732084629074775,1,0,370365,-0.3363340021468808,,1,8,2,2,47,0,3,370365.0
188,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",1,1.1113826178162263,0,0,111428,-0.11384570873513637,,2,8,1,1,45,0,2,111428.0
189,0,3,"Bourke, Mr. John",1,0.7478367032385465,1,1,364849,-0.3363340021468808,,1,8,3,2,16,3,2,364849.0
190,0,3,"Turcin, Mr. Stjepan",1,0.4569999715764027,0,0,349247,-0.4894421904510968,,2,8,1,1,19,3,2,349247.0
191,1,2,"Pinsky, Mrs. (Rosa)",0,0.166163239914259,0,0,234604,-0.3866707201133388,,2,8,1,1,19,3,3,234604.0
192,0,2,"Carbines, Mr. William",1,-0.7790561379877082,0,0,28424,-0.3866707201133388,,2,8,1,1,21,2,2,28424.0
193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",0,-0.7790561379877082,1,0,350046,-0.4902797934380587,,2,8,2,2,47,0,1,350046.0
194,1,2,"Navratil, Master. Michel M",1,-1.942403064636283,1,1,230080,-0.12491978668775715,F2,2,5,3,2,26,2,0,230080.0
195,1,1,"Brown, Mrs. James Joseph (Margaret Tobin)",0,1.0386734349006903,0,0,PC 17610,-0.09027201697708476,B4,0,1,1,1,41,0,3,17610.0
196,1,1,"Lurette, Miss. Elise",0,2.0566019957181934,0,0,PC 17569,2.301728820789,B80,0,1,1,1,20,3,1,17569.0
197,0,3,"Mernagh, Mr. Robert",1,1.1165267925075002,0,0,368703,-0.49237782784290063,,1,8,1,1,19,3,2,368703.0
198,0,3,"Olsen, Mr. Karl Siegwart Andreas",1,0.8932550690696183,0,1,4579,-0.47920571548543794,,2,8,2,2,32,2,2,4579.0
199,1,3,"Madigan, Miss. Margaret ""Maggie""",0,-0.7979787028414764,0,0,370370,-0.49237782784290063,,1,8,1,1,32,2,1,370370.0
200,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",0,-0.4155102234100285,0,0,248747,-0.3866707201133388,,2,8,1,1,38,2,1,248747.0
201,0,3,"Vande Walle, Mr. Nestor Cyriel",1,-0.12467349174788478,0,0,345770,-0.45714212526638004,,2,8,1,1,30,2,2,345770.0
202,0,3,"Sage, Mr. Frederick",1,-0.5713320614965987,8,2,CA. 2343,0.7519458402879414,,2,8,11,0,19,3,2,2343.0
203,0,3,"Johanson, Mr. Jakob Alfred",1,0.31158160574533084,0,0,3101264,-0.5176307525123133,,2,8,1,1,26,2,2,3101264.0
204,0,3,"Youseff, Mr. Gerious",1,1.1477372092739944,0,0,2628,-0.5029485386158568,,0,8,1,1,20,3,2,2628.0
205,1,3,"Cohen, Mr. Gurshon ""Gus""",1,-0.8517653209032442,0,0,A/5 3540,-0.4863374216869257,,2,8,1,1,24,2,2,3540.0
206,0,3,"Strom, Miss. Telma Matilda",0,-2.0151122475518193,0,1,347054,-0.43776248884929375,G6,2,6,2,2,26,2,1,347054.0
207,0,3,"Backstrom, Mr. Karl Alfred",1,0.166163239914259,1,0,3101278,-0.32928686163157667,,2,8,2,2,26,2,2,3101278.0
208,1,3,"Albimona, Mr. Nassef Cassem",1,-0.2700918575789567,0,0,2699,-0.2701412180209885,,0,8,1,1,27,2,2,2699.0
209,1,3,"Carr, Miss. Helen ""Ellen""",0,-0.997183686734316,0,0,367231,-0.49237782784290063,,1,8,1,1,25,2,1,367231.0
210,1,1,"Blank, Mr. Henry",1,0.7478367032385465,0,0,112277,-0.024246350754841123,A31,0,0,1,1,16,3,2,112277.0
211,0,3,"Ali, Mr. Ahmed",1,-0.4155102234100285,0,0,SOTON/O.Q. 3101311,-0.5064721088735089,,2,8,1,1,14,3,2,3101311.0
212,1,2,"Cameron, Miss. Clear Annie",0,0.38429078866086674,0,0,F.C.C. 13528,-0.22559322262067316,,2,8,1,1,26,2,1,13528.0
213,0,3,"Perkin, Mr. John Henry",1,-0.5609285892411005,0,0,A/5 21174,-0.5024451714361923,,2,8,1,1,22,2,2,21174.0
214,0,2,"Givard, Mr. Hans Kristensen",1,0.020744874083187096,0,0,250646,-0.3866707201133388,,2,8,1,1,27,2,2,250646.0
215,0,3,"Kiernan, Mr. Philip",1,0.7776383795860518,1,0,367229,-0.49237782784290063,,1,8,2,2,19,3,2,367229.0
216,1,1,"Newell, Miss. Madeleine",0,0.09345405699872303,1,0,35273,1.6323350375212924,D36,0,3,2,2,23,2,1,35273.0
217,1,3,"Honkanen, Miss. Eliina",0,-0.1973826746634207,0,0,STON/O2. 3101283,-0.4888542575852486,,2,8,1,1,22,2,1,3101283.0
218,0,2,"Jacobsohn, Mr. Sidney Samuel",1,0.8932550690696183,1,0,243847,-0.10478509950117394,,2,8,2,2,28,2,2,243847.0
219,1,1,"Bazzani, Miss. Albina",0,0.166163239914259,0,0,11813,0.8876878608937296,D15,0,3,1,1,21,2,1,11813.0
220,0,2,"Harris, Mr. Walter",1,0.020744874083187096,0,0,W/C 14208,-0.43700743807979686,,2,8,1,1,18,3,2,14208.0
221,1,3,"Sunderland, Mr. Victor Francis",1,-0.997183686734316,0,0,SOTON/OQ 392089,-0.4863374216869257,,2,8,1,1,30,2,2,392089.0
222,0,2,"Bracken, Mr. James H",1,-0.1973826746634207,0,0,220367,-0.3866707201133388,,2,8,1,1,20,3,2,220367.0
223,0,3,"Green, Mr. George Henry",1,1.5476377153094418,0,0,21440,-0.4863374216869257,,2,8,1,1,23,2,2,21440.0
224,0,3,"Nenkoff, Mr. Christo",1,-0.48867383871878667,0,0,349234,-0.4894421904510968,,2,8,1,1,20,3,2,349234.0
225,1,1,"Hoyt, Mr. Frederick Maxfield",1,0.6024183374074746,1,0,19943,1.163700193253568,C93,2,2,2,2,28,2,2,19943.0
226,0,3,"Berglund, Mr. Karl Ivar Sven",1,-0.5609285892411005,0,0,PP 4348,-0.4601623283443675,,2,8,1,1,28,2,2,4348.0
227,1,2,"Mellors, Mr. William John",1,-0.7790561379877082,0,0,SW/PP 751,-0.43700743807979686,,2,8,1,1,25,2,2,751.0
228,0,3,"Lovell, Mr. John Hall (""Henry"")",1,-0.6699923636144043,0,0,A/5 21173,-0.5024451714361923,,2,8,1,1,31,2,2,21173.0
229,0,2,"Fahlstrom, Mr. Arne Jonas",1,-0.8517653209032442,0,0,236171,-0.3866707201133388,,2,8,1,1,25,2,2,236171.0
230,0,3,"Lefebre, Miss. Mathilde",0,-1.6234544180375912,3,1,4133,-0.13565761536436197,,2,8,5,0,23,2,1,4133.0
231,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",0,0.38429078866086674,1,0,36973,1.0323213593611125,C83,2,2,2,2,44,0,3,36973.0
232,0,3,"Larsson, Mr. Bengt Edvin",1,-0.05196430883234885,0,0,347067,-0.4918744606632361,,2,8,1,1,24,2,2,347067.0
233,0,2,"Sjostedt, Mr. Ernst Adolf",1,2.129311178633729,0,0,237442,-0.3766033765200472,,2,8,1,1,25,2,2,237442.0
234,1,3,"Asplund, Miss. Lillian Gertrud",0,-1.7969846988052112,4,2,347077,-0.016444159470040146,,2,8,7,0,30,2,1,347077.0
235,0,2,"Leyson, Mr. Robert William Norman",1,-0.4155102234100285,0,0,C.A. 29566,-0.43700743807979686,,2,8,1,1,33,2,2,29566.0
236,0,3,"Harknett, Miss. Alice Phoebe",0,-0.5498767934379389,0,0,W./C. 6609,-0.49640476528021726,,2,8,1,1,28,2,1,6609.0
237,0,2,"Hold, Mr. Stephen",1,1.0386734349006903,1,0,26707,-0.12491978668775715,,2,8,2,2,17,3,2,26707.0
238,1,2,"Collyer, Miss. Marjorie ""Lottie""",0,-1.5788571500586035,0,2,C.A. 31921,-0.11988611489111134,,2,8,3,2,32,2,1,31921.0
239,0,2,"Pengelly, Mr. Frederick William",1,-0.7790561379877082,0,0,28665,-0.43700743807979686,,2,8,1,1,31,2,2,28665.0
240,0,2,"Hunt, Mr. George Henry",1,0.23887242282979493,0,0,SCO/W 1585,-0.4012683683236117,,2,8,1,1,22,2,2,1585.0
241,0,3,"Zabour, Miss. Thamine",0,-1.0212504262793585,1,0,2665,-0.3573908580066095,,0,8,2,2,21,2,1,2665.0
242,1,3,"Murphy, Miss. Katherine ""Kate""",0,-1.0613677179530052,1,0,367230,-0.3363340021468808,,1,8,2,2,30,2,1,367230.0
243,0,2,"Coleridge, Mr. Reginald Charles",1,-0.05196430883234885,0,0,W./C. 14263,-0.43700743807979686,,2,8,1,1,31,2,2,14263.0
244,0,3,"Maenpaa, Mr. Matti Alexanteri",1,-0.5609285892411005,0,0,STON/O 2. 3101275,-0.5049620073345151,,2,8,1,1,29,2,2,3101275.0
245,0,3,"Attalah, Mr. Sleiman",1,0.020744874083187096,0,0,2694,-0.5029485386158568,,0,8,1,1,20,3,2,2694.0
246,0,1,"Minahan, Dr. William Edward",1,1.0386734349006903,2,0,19928,1.163700193253568,C78,1,2,3,2,27,2,4,19928.0
247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",0,-0.3428010404944926,0,0,347071,-0.4918744606632361,,2,8,1,1,37,2,1,347071.0
248,1,2,"Hamalainen, Mrs. William (Anna)",0,-0.4155102234100285,0,2,250649,-0.35646868933346404,,2,8,3,2,31,2,3,250649.0
249,1,1,"Beckwith, Mr. Richard Leonard",1,0.5297091544919387,1,1,11751,0.40974072380221066,D35,2,3,3,2,29,2,2,11751.0
250,0,2,"Carter, Rev. Ernest Courtenay",1,1.7657652640560497,1,0,244252,-0.12491978668775715,,2,8,2,2,29,2,4,244252.0
251,0,3,"Reed, Mr. James George",1,0.10067044340309007,0,0,362316,-0.5024451714361923,,2,8,1,1,22,2,2,362316.0
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",0,-0.05196430883234885,1,1,347054,-0.43776248884929375,G6,2,6,3,2,42,0,3,347054.0
253,0,1,"Stead, Mr. William Thomas",1,2.347438727380337,0,0,113514,-0.11384570873513637,C87,2,2,1,1,25,2,2,113514.0
254,0,3,"Lobb, Mr. William Arthur",1,0.020744874083187096,1,0,A/5. 3336,-0.32425318983493084,,2,8,2,2,24,2,2,3336.0
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",0,0.8205458861540824,0,2,370129,-0.2414492887801075,,2,8,3,2,40,2,3,370129.0
256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",0,-0.05196430883234885,0,2,2650,-0.3414522396297103,,0,8,3,2,39,2,3,2650.0
257,1,1,"Thorne, Mrs. Gertrude Maybelle",0,0.932917928350043,0,0,PC 17585,0.9462455716384695,,0,8,1,1,30,2,3,17585.0
258,1,1,"Cherry, Miss. Gladys",0,0.020744874083187096,0,0,110152,1.093228788100527,B77,2,1,1,1,20,3,1,110152.0
259,1,1,"Ward, Miss. Anna",0,0.38429078866086674,0,0,PC 17755,9.667166525013505,,0,8,1,1,16,3,1,17755.0
260,1,2,"Parrish, Mrs. (Lutie Davis)",0,1.4749285323939059,0,1,230433,-0.12491978668775715,,2,8,2,2,27,2,3,230433.0
261,0,3,"Smith, Mr. Thomas",1,0.8153653568713505,0,0,384461,-0.49237782784290063,,1,8,1,1,17,3,2,384461.0
262,1,3,"Asplund, Master. Edvin Rojj Felix",1,-1.942403064636283,4,2,347077,-0.016444159470040146,,2,8,7,0,33,2,0,347077.0
263,0,1,"Taussig, Mr. Emil",1,1.6203468982249778,1,1,110413,0.955306180872432,E67,2,4,3,2,17,3,2,110413.0
264,0,1,"Harrison, Mr. William",1,0.7478367032385465,0,0,112059,-0.6484216535389205,B94,2,1,1,1,21,2,2,112059.0
265,0,3,"Henry, Miss. Delia",0,-0.2510965835422729,0,0,382649,-0.49237782784290063,,1,8,1,1,18,3,1,382649.0
266,0,2,"Reeves, Mr. David",1,0.4569999715764027,0,0,C.A. 17248,-0.43700743807979686,,2,8,1,1,17,3,2,17248.0
267,0,3,"Panula, Mr. Ernesti Arvid",1,-0.997183686734316,4,1,3101295,0.1506737441786005,,2,8,6,0,25,2,2,3101295.0
268,1,3,"Persson, Mr. Ernst Ulrik",1,-0.3428010404944926,1,0,347083,-0.4918744606632361,,2,8,2,2,24,2,2,347083.0
269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",0,2.0566019957181934,0,1,PC 17582,2.441497778832105,C125,2,2,2,2,45,0,3,17582.0
270,1,1,"Bissette, Miss. Amelia",0,0.38429078866086674,0,0,PC 17760,2.0825124140450755,C99,2,2,1,1,22,2,1,17760.0
271,0,1,"Cairns, Mr. Alexander",1,1.1349040384894025,0,0,113798,-0.024246350754841123,,2,8,1,1,21,2,2,113798.0
272,1,3,"Tornquist, Mr. William Henry",1,-0.3428010404944926,0,0,LINE,-0.6484216535389205,,2,8,1,1,28,2,2,112379.0
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",0,0.8205458861540824,0,1,250644,-0.255795253400548,,2,8,2,2,41,0,3,250644.0
274,0,1,"Natsch, Mr. Charles H",1,0.5297091544919387,0,1,PC 17596,-0.050421444097399314,C118,0,2,2,2,21,2,2,17596.0
275,1,3,"Healy, Miss. Hanora ""Nora""",0,-0.8336062024700891,0,0,370375,-0.49237782784290063,,1,8,1,1,26,2,1,370375.0
276,1,1,"Andrews, Miss. Kornelia Theodosia",0,2.420147910295873,1,0,13502,0.921244330558889,D7,2,3,2,2,33,2,1,13502.0
277,0,3,"Lindblom, Miss. Augusta Charlotta",0,1.1113826178162263,0,0,347073,-0.49237782784290063,,2,8,1,1,33,2,1,347073.0
278,0,2,"Parkes, Mr. Francis ""Frank""",1,0.3619442272016345,0,0,239853,-0.6484216535389205,,2,8,1,1,27,2,2,239853.0
279,0,3,"Rice, Master. Eric",1,-1.6515663329741392,4,1,382652,-0.06199888922968465,,1,8,6,0,18,3,0,382652.0
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",0,0.38429078866086674,1,1,C.A. 2673,-0.24069423801061057,,2,8,3,2,32,2,3,2673.0
281,0,3,"Duane, Mr. Frank",1,2.565566276126945,0,0,336439,-0.49237782784290063,,1,8,1,1,16,3,2,336439.0
282,0,3,"Olsson, Mr. Nils Johan Goransson",1,-0.12467349174788478,0,0,347464,-0.4902797934380587,,2,8,1,1,32,2,2,347464.0
283,0,3,"de Pelsmaeker, Mr. Alfons",1,-0.997183686734316,0,0,345778,-0.45714212526638004,,2,8,1,1,25,2,2,345778.0
284,1,3,"Dorking, Mr. Edward Arthur",1,-0.7790561379877082,0,0,A/5. 10482,-0.4863374216869257,,2,8,1,1,26,2,2,10482.0
285,0,1,"Smith, Mr. Richard William",1,1.5423299449566077,0,0,113056,-0.12491978668775715,A19,2,0,1,1,26,2,2,113056.0
286,0,3,"Stankovic, Mr. Ivan",1,0.23887242282979493,0,0,349239,-0.47400492578514347,,0,8,1,1,19,3,2,349239.0
287,1,3,"de Mulder, Mr. Theodore",1,0.020744874083187096,0,0,345774,-0.45714212526638004,,2,8,1,1,23,2,2,345774.0
288,0,3,"Naidenoff, Mr. Penko",1,-0.5609285892411005,0,0,349206,-0.4894421904510968,,2,8,1,1,20,3,2,349206.0
289,1,2,"Hosono, Mr. Masabumi",1,0.8932550690696183,0,0,237798,-0.3866707201133388,,2,8,1,1,20,3,2,237798.0
290,1,3,"Connolly, Miss. Kate",0,-0.5609285892411005,0,0,370373,-0.49237782784290063,,1,8,1,1,20,3,1,370373.0
291,1,1,"Barber, Miss. Ellen ""Nellie""",0,-0.2700918575789567,0,0,19877,0.9391984311231651,,2,8,1,1,28,2,1,19877.0
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",0,-0.7790561379877082,1,0,11967,1.1854295476653287,B49,0,1,2,2,39,2,3,11967.0
293,0,2,"Levy, Mr. Rene Jacques",1,0.4569999715764027,0,0,SC/Paris 2163,-0.3891875560116617,D,0,3,1,1,22,2,2,2163.0
294,0,3,"Haas, Miss. Aloisia",0,-0.4155102234100285,0,0,349236,-0.4702296719376591,,2,8,1,1,19,3,1,349236.0
295,0,3,"Mineff, Mr. Ivan",1,-0.4155102234100285,0,0,349233,-0.4894421904510968,,2,8,1,1,16,3,2,349233.0
296,0,1,"Lewy, Mr. Ervin G",1,1.3767166035707459,0,0,PC 17612,-0.09027201697708476,,0,8,1,1,17,3,2,17612.0
297,0,3,"Hanna, Mr. Mansour",1,-0.4518648148677965,0,0,2693,-0.5028639729296732,,0,8,1,1,18,3,2,2693.0
298,0,1,"Allison, Miss. Helen Loraine",0,-2.0151122475518193,1,2,113781,2.4029901895877646,C22 C26,2,2,4,2,28,2,1,113781.0
299,1,1,"Saalfeld, Mr. Adolphe",1,1.2876478544992143,0,0,19988,-0.03431369434813274,C106,2,2,1,1,21,2,2,19988.0
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",0,1.4749285323939059,0,1,PC 17558,4.335332226633905,B58 B60,0,1,2,2,47,0,3,17558.0
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",0,-0.6615035665090155,0,0,9234,-0.49237782784290063,,1,8,1,1,40,2,1,9234.0
302,1,3,"McCoy, Mr. Bernard",1,0.234000907574454,2,0,367226,-0.18029017645086096,,1,8,3,2,18,3,2,367226.0
303,0,3,"Johnson, Mr. William Cahoone Jr",1,-0.7790561379877082,0,0,LINE,-0.6484216535389205,,2,8,1,1,31,2,2,112379.0
304,1,2,"Keane, Miss. Nora A",0,0.1267548627740384,0,0,226593,-0.3997582667846179,E101,1,4,1,1,19,3,1,226593.0
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",1,-0.3801553832173493,0,0,A/5 2466,-0.4863374216869257,,2,8,1,1,33,2,2,2466.0
306,1,1,"Allison, Master. Hudson Trevor",1,-2.093638165100598,1,2,113781,2.4029901895877646,C22 C26,2,2,4,2,30,2,0,113781.0
307,1,1,"Fleming, Miss. Margaret",0,0.22402157221929658,0,0,17421,1.5841789061771412,,0,8,1,1,23,2,1,17421.0
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",0,-0.92447450381878,1,0,PC 17758,1.5442457810799908,C65,0,2,2,2,82,1,3,17758.0
309,0,2,"Abelson, Mr. Samuel",1,0.020744874083187096,1,0,P/PP 3381,-0.16518916106092355,,0,8,2,2,19,3,2,3381.0
310,1,1,"Francatelli, Miss. Laura Mabel",0,0.020744874083187096,0,0,PC 17485,0.49782998024351216,E36,0,4,1,1,30,2,1,17485.0
311,1,1,"Hays, Miss. Margaret Bechstein",0,-0.4155102234100285,0,0,11767,1.0259447039291216,C54,0,2,1,1,30,2,1,11767.0
312,1,1,"Ryerson, Miss. Emily Borie",0,-0.8517653209032442,2,2,PC 17608,4.634416897040849,B57 B59 B63 B66,0,1,5,0,26,2,1,17608.0
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",0,-0.2700918575789567,1,1,250651,-0.12491978668775715,,2,8,3,2,37,2,3,250651.0
314,0,3,"Hendekovic, Mr. Ignjac",1,-0.12467349174788478,0,0,349243,-0.4894421904510968,,2,8,1,1,22,2,2,349243.0
315,0,2,"Hart, Mr. Benjamin",1,0.9659642519851542,1,1,F.C.C. 13529,-0.11988611489111134,,2,8,3,2,18,3,2,13529.0
316,1,3,"Nilsson, Miss. Helmina Josefina",0,-0.2700918575789567,0,0,347470,-0.4902797934380587,,2,8,1,1,31,2,1,347470.0
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",0,-0.4155102234100285,1,0,244367,-0.12491978668775715,,2,8,2,2,35,2,3,244367.0
318,0,2,"Moraweck, Dr. Ernest",1,1.7657652640560497,0,0,29011,-0.36653603292675563,,2,8,1,1,20,3,4,29011.0
319,1,1,"Wick, Miss. Mary Natalie",0,0.09345405699872303,0,2,36928,2.671117778445337,C7,2,2,3,2,24,2,1,36928.0
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",0,0.7478367032385465,1,1,16966,2.059693773056521,E34,0,4,3,2,56,0,3,16966.0
321,0,3,"Dennis, Mr. Samuel",1,-0.5609285892411005,0,0,A/5 21172,-0.5024451714361923,,2,8,1,1,18,3,2,21172.0
322,0,3,"Danoff, Mr. Yoto",1,-0.1973826746634207,0,0,349219,-0.4894421904510968,,2,8,1,1,16,3,2,349219.0
323,1,2,"Slayter, Miss. Hilda Mary",0,0.020744874083187096,0,0,234818,-0.3997582667846179,,1,8,1,1,25,2,1,234818.0
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",0,-0.5609285892411005,1,1,248738,-0.06451572512800753,,2,8,3,2,51,0,3,248738.0
325,0,3,"Sage, Mr. George John Jr",1,-0.8447246483575895,8,2,CA. 2343,0.7519458402879414,,2,8,11,0,24,2,2,2343.0
326,1,1,"Young, Miss. Marie Grice",0,0.4569999715764027,0,0,PC 17760,2.0825124140450755,C32,0,2,1,1,24,2,1,17760.0
327,0,3,"Nysveen, Mr. Johan Hansen",1,2.274729544464801,0,0,345364,-0.5228315422126077,,2,8,1,1,25,2,2,345364.0
328,1,2,"Ball, Mrs. (Ada E Hall)",0,0.4569999715764027,0,0,28551,-0.3866707201133388,D,2,3,1,1,23,2,3,28551.0
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",0,0.09345405699872303,1,1,363291,-0.2351571990343002,,2,8,3,2,46,0,3,363291.0
330,1,1,"Hippach, Miss. Jean Gertrude",0,-0.997183686734316,0,1,111361,0.5189714017894245,B18,0,1,2,2,28,2,1,111361.0
331,1,3,"McCoy, Miss. Agnes",0,-0.4689878274444051,2,0,367226,-0.18029017645086096,,1,8,3,2,18,3,1,367226.0
332,0,1,"Partner, Mr. Austen",1,1.1477372092739944,0,0,113043,-0.07458306872129913,C124,2,2,1,1,19,3,2,113043.0
333,0,1,"Graham, Mr. George Edward",1,0.6024183374074746,0,1,PC 17582,2.441497778832105,C91,2,2,2,2,25,2,2,17582.0
334,0,3,"Vander Planke, Mr. Leo Edmondus",1,-0.997183686734316,2,0,345764,-0.2859972841804228,,2,8,3,2,31,2,2,345764.0
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",0,0.7035204562515275,1,0,PC 17611,2.042579288947925,,2,8,2,2,50,0,3,17611.0
336,0,3,"Denkoff, Mr. Mitto",1,-0.4118747642642517,0,0,349225,-0.4894421904510968,,2,8,1,1,18,3,2,349225.0
337,0,1,"Pears, Mr. Thomas Clinton",1,-0.05196430883234885,1,0,113776,0.6925485130875209,C2,2,2,2,2,25,2,2,113776.0
338,1,1,"Burns, Miss. Elizabeth Margaret",0,0.8205458861540824,0,0,16966,2.059693773056521,E40,0,4,1,1,31,2,1,16966.0
339,1,3,"Dahl, Mr. Karl Edwart",1,1.1113826178162263,0,0,7598,-0.4863374216869257,,2,8,1,1,21,2,2,7598.0
340,0,1,"Blackwell, Mr. Stephen Weart",1,1.1113826178162263,0,0,113784,0.06635974158478332,T,2,7,1,1,28,2,2,113784.0
341,1,2,"Navratil, Master. Edmond Roger",1,-2.0151122475518193,1,1,230080,-0.12491978668775715,F2,2,5,3,2,30,2,0,230080.0
342,1,1,"Fortune, Miss. Alice Elizabeth",0,-0.4155102234100285,3,2,19950,4.647001076532463,C23 C25 C27,2,2,6,0,30,2,1,19950.0
343,0,2,"Collander, Mr. Erik Gustaf",1,-0.12467349174788478,0,0,248740,-0.3866707201133388,,2,8,1,1,26,2,2,248740.0
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",1,-0.3428010404944926,0,0,244361,-0.3866707201133388,,2,8,1,1,42,0,2,244361.0
345,0,2,"Fox, Mr. Stanley Hubert",1,0.4569999715764027,0,0,229236,-0.3866707201133388,,2,8,1,1,23,2,2,229236.0
346,1,2,"Brown, Miss. Amelia ""Mildred""",0,-0.4155102234100285,0,0,248733,-0.3866707201133388,F33,2,5,1,1,29,2,1,248733.0
347,1,2,"Smith, Miss. Marion Elsie",0,0.7478367032385465,0,0,31418,-0.3866707201133388,,2,8,1,1,25,2,1,31418.0
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",0,-0.10286073687322395,1,0,386525,-0.32425318983493084,,2,8,2,2,41,0,3,386525.0
349,1,3,"Coutts, Master. William Loch ""William""",1,-1.942403064636283,1,1,C.A. 37671,-0.32828012727224753,,2,8,3,2,38,2,0,37671.0
350,0,3,"Dimic, Mr. Jovan",1,0.8932550690696183,0,0,315088,-0.47400492578514347,,2,8,1,1,16,3,2,315088.0
351,0,3,"Odahl, Mr. Nils Martin",1,-0.4882194063255645,0,0,7267,-0.4626791642426904,,2,8,1,1,22,2,2,7267.0
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",1,1.0909331601212318,0,0,113510,0.05629239799149169,C128,2,2,1,1,38,2,2,113510.0
353,0,3,"Elias, Mr. Tannous",1,-1.069892869649852,1,1,2695,-0.5028639729296732,,0,8,3,2,18,3,2,2695.0
354,0,3,"Arnold-Franchi, Mr. Josef",1,-0.3428010404944926,1,0,349237,-0.29002422161773944,,2,8,2,2,25,2,2,349237.0
355,0,3,"Yousif, Mr. Wazli",1,0.2230399982499368,0,0,2647,-0.5029485386158568,,0,8,1,1,17,3,2,2647.0
356,0,3,"Vanden Steen, Mr. Leo Peter",1,-0.12467349174788478,0,0,345783,-0.45714212526638004,,2,8,1,1,27,2,2,345783.0
357,1,1,"Bowerman, Miss. Elsie Edith",0,-0.5609285892411005,0,1,113505,0.4589861417231558,E33,2,4,2,2,27,2,1,113505.0
358,0,2,"Funk, Miss. Annie Clemmer",0,0.6024183374074746,0,0,237671,-0.3866707201133388,,2,8,1,1,25,2,1,237671.0
359,1,3,"McGovern, Miss. Mary",0,-0.6724644758335325,0,0,330931,-0.48977642625839407,,1,8,1,1,20,3,1,330931.0
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",0,-0.5413516417410924,0,0,330980,-0.48977642625839407,,1,8,1,1,33,2,1,330980.0
361,0,3,"Skoog, Mr. Wilhelm",1,0.7478367032385465,1,4,347088,-0.08666388103324908,,2,8,6,0,18,3,2,347088.0
362,0,2,"del Carlo, Mr. Sebastiano",1,-0.05196430883234885,1,0,SC/PARIS 2167,-0.09027201697708476,,0,8,2,2,25,2,2,2167.0
363,0,3,"Barbara, Mrs. (Catherine David)",0,1.1113826178162263,0,1,2691,-0.3573908580066095,,0,8,2,2,31,2,3,2691.0
364,0,3,"Asim, Mr. Adola",1,0.38429078866086674,0,0,SOTON/O.Q. 3101310,-0.5064721088735089,,2,8,1,1,15,3,2,3101310.0
365,0,3,"O'Brien, Mr. Thomas",1,0.42279030101464293,1,0,370365,-0.3363340021468808,,1,8,2,2,19,3,2,370365.0
366,0,3,"Adahl, Mr. Mauritz Nils Martin",1,0.020744874083187096,0,0,C 7076,-0.5024451714361923,,2,8,1,1,30,2,2,7076.0
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",0,2.2020203615492653,1,0,110813,0.8667135572514657,D37,0,3,2,2,48,0,3,110813.0
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",0,0.5166215015671423,0,0,2626,-0.5028639729296732,,0,8,1,1,30,2,3,2626.0
